full_name,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,ip_g,era,whip,k-bb_pct,avg_velocity,ip_g_scale,era_scale,whip_scale,k-bb_pct_scale,avg_velocity_scale,normalized_name
Felix Bautista,Starmie,8.1,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.0909090909090908,0.94,0.83,40.2,99.3,0.32589285714285715,0.9933035714285714,0.9921875,1.0,0.9933035714285714,Felix Bautista
Jacob deGrom,Mew,57.2,151,100,100,100,100,100,0.9337748344370861,0.8443708609271523,0.8940397350993378,0.8443708609271523,0.8807947019867549,5.055555555555555,2.67,0.76,35.6,98.7,0.7388392857142857,0.8649553571428572,0.9977678571428571,0.9977678571428571,0.9765625,Jacob deGrom
Spencer Strider,Zapdos,75.3,145,90,90,85,125,100,0.8642384105960265,0.7549668874172185,0.7682119205298014,0.9701986754966887,0.8807947019867549,5.833333333333334,3.78,1.09,32.3,97.2,0.9375,0.5848214285714286,0.7700892857142857,0.9955357142857143,0.9174107142857143,Spencer Strider
Aroldis Chapman,Starmie,9.9,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,0.954954954954955,2.04,1.08,30.3,99.2,0.15848214285714285,0.9497767857142857,0.796875,0.9933035714285714,0.9910714285714286,Aroldis Chapman
Matt Brash,Dugtrio,27.7,51,35,80,50,70,120,0.09933774834437085,0.6026490066225165,0.26490066225165565,0.5596026490066225,0.9701986754966887,0.8581560283687943,3.57,1.39,29.5,98.0,0.026785714285714284,0.625,0.3225446428571429,0.9910714285714286,0.9508928571428571,Matt Brash
Paul Sewald,Cloyster,21.9,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9674796747967479,2.95,1.01,29.0,92.0,0.17857142857142858,0.8046875,0.9151785714285714,0.9888392857142857,0.1875,Paul Sewald
Tanner Scott,Starmie,38.4,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.0217391304347827,2.87,1.09,28.1,96.4,0.26339285714285715,0.8191964285714286,0.7700892857142857,0.9866071428571429,0.8627232142857143,Tanner Scott
Craig Kimbrel,Cloyster,30.8,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9523809523809523,3.15,0.95,28.0,95.9,0.1484375,0.7410714285714286,0.9642857142857143,0.9832589285714286,0.8091517857142857,Craig Kimbrel
Jose Alvarado,Rapidash,12.4,78,65,100,70,80,105,0.6026490066225165,0.8443708609271523,0.5860927152317881,0.6556291390728477,0.9238410596026491,1.0,1.38,1.15,28.0,99.0,0.234375,0.984375,0.6752232142857143,0.9832589285714286,0.9854910714285714,Jose Alvarado
Kevin Gausman,Articuno,68.5,144,90,85,100,125,85,0.8642384105960265,0.7152317880794702,0.8940397350993378,0.9701986754966887,0.6986754966887417,6.083333333333334,3.18,1.12,27.0,94.6,0.9743303571428571,0.7276785714285714,0.7265625,0.9787946428571429,0.59375,Kevin Gausman
Tyler Glasnow,Tentacruel,76.6,73,80,70,65,120,100,0.7781456953642384,0.4966887417218543,0.5033112582781457,0.9470198675496688,0.8807947019867549,5.466666666666667,3.62,1.19,27.0,96.2,0.8448660714285714,0.6160714285714286,0.6183035714285714,0.9787946428571429,0.8504464285714286,Tyler Glasnow
Trevor Richards,Vileplume,44.4,45,75,80,85,100,50,0.7185430463576159,0.6026490066225165,0.7682119205298014,0.8443708609271523,0.2847682119205298,1.450980392156863,3.10,1.16,26.8,92.9,0.45535714285714285,0.7600446428571428,0.6551339285714286,0.9754464285714286,0.3247767857142857,Trevor Richards
Alexis Diaz,Cloyster,47.6,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9710144927536232,2.01,0.99,26.6,94.6,0.18973214285714285,0.9553571428571429,0.9363839285714286,0.9732142857142857,0.59375,Alexis Diaz
Andres Munoz,Starmie,21.9,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,0.9682539682539681,2.66,1.03,26.5,99.1,0.18303571428571427,0.8694196428571428,0.8950892857142857,0.9709821428571429,0.9888392857142857,Andres Munoz
Bryan Abreu,Starmie,29.7,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,0.9858156028368795,2.72,1.14,26.0,97.6,0.20758928571428573,0.8504464285714286,0.6941964285714286,0.96875,0.9319196428571429,Bryan Abreu
Joel Payamps,Cloyster,44.1,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.053030303030303,1.75,0.88,25.6,95.4,0.296875,0.9642857142857143,0.9877232142857143,0.9665178571428571,0.7287946428571429,Joel Payamps
Kyle Nelson,Parasect,0.0,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,0.8449612403100776,2.97,1.21,25.5,92.4,0.024553571428571428,0.796875,0.5837053571428572,0.9631696428571429,0.23772321428571427,Kyle Nelson
Josh Sborz,Starmie,70.6,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.2988505747126435,4.54,1.09,25.5,96.8,0.43080357142857145,0.3828125,0.7700892857142857,0.9631696428571429,0.8973214285714286,Josh Sborz
A.J. Minter,Mr. Mime,48.9,122,40,45,65,100,90,0.17880794701986755,0.1423841059602649,0.5033112582781457,0.8443708609271523,0.7615894039735099,0.9166666666666667,4.91,1.09,25.3,95.8,0.09375,0.2723214285714286,0.7700892857142857,0.9587053571428571,0.7868303571428571,A.J. Minter
Matt Strahm,Vileplume,54.8,45,75,80,85,100,50,0.7185430463576159,0.6026490066225165,0.7682119205298014,0.8443708609271523,0.2847682119205298,1.935483870967742,3.60,1.03,25.3,93.4,0.5022321428571429,0.6216517857142857,0.8950892857142857,0.9587053571428571,0.39955357142857145,Matt Strahm
Evan Phillips,Cloyster,27.0,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9572649572649573,2.41,0.83,25.0,96.4,0.16071428571428573,0.8995535714285714,0.9921875,0.9553571428571429,0.8627232142857143,Evan Phillips
Joe Ryan,Vileplume,59.1,45,75,80,85,100,50,0.7185430463576159,0.6026490066225165,0.7682119205298014,0.8443708609271523,0.2847682119205298,5.916666666666666,3.88,1.05,24.8,92.4,0.9497767857142857,0.5569196428571428,0.8515625,0.9520089285714286,0.23772321428571427,Joe Ryan
Andrew Nardi,Cloyster,25.2,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.8943089430894309,3.19,1.12,24.8,94.6,0.0625,0.7220982142857143,0.7265625,0.9520089285714286,0.59375,Andrew Nardi
David Bednar,Cloyster,27.5,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.0263157894736843,1.15,0.95,24.5,96.4,0.265625,0.9866071428571429,0.9642857142857143,0.9453125,0.8627232142857143,David Bednar
Josh Hader,Cloyster,24.1,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9487179487179487,0.97,0.95,24.5,96.1,0.14285714285714285,0.9910714285714286,0.9642857142857143,0.9453125,0.8404017857142857,Josh Hader
Jeff Hoffman,Starmie,40.6,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.1666666666666667,2.81,0.97,24.5,97.1,0.37388392857142855,0.8325892857142857,0.9553571428571429,0.9453125,0.9107142857142857,Jeff Hoffman
Danny Coulombe,Parasect,7.5,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,0.8292682926829268,2.91,1.09,24.5,91.1,0.015625,0.8125,0.7700892857142857,0.9453125,0.10825892857142858,Danny Coulombe
Adbert Alzolay,Cloyster,54.7,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.162162162162162,2.51,0.98,24.4,95.2,0.36830357142857145,0.8872767857142857,0.9464285714285714,0.9397321428571429,0.7020089285714286,Adbert Alzolay
A.J. Puk,Seadra,52.4,117,55,65,95,95,85,0.38741721854304634,0.4304635761589404,0.8443708609271523,0.7880794701986755,0.6986754966887417,0.9595959595959597,4.26,1.14,24.3,95.7,0.16964285714285715,0.4553571428571429,0.6941964285714286,0.9352678571428571,0.7689732142857143,A.J. Puk
Brock Stewart,Cloyster,17.8,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.0266666666666666,0.70,1.01,24.3,97.3,0.26785714285714285,0.9977678571428571,0.9151785714285714,0.9352678571428571,0.9229910714285714,Brock Stewart
Steven Okert,Cloyster,31.0,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.875,3.34,1.06,24.3,93.6,0.046875,0.6763392857142857,0.8303571428571428,0.9352678571428571,0.42857142857142855,Steven Okert
Taj Bradley,Jynx,57.9,124,65,50,35,95,95,0.6026490066225165,0.23178807947019867,0.08940397350993377,0.7880794701986755,0.8278145695364238,4.738095238095238,5.29,1.39,23.4,96.1,0.6607142857142857,0.1919642857142857,0.3225446428571429,0.9308035714285714,0.8404017857142857,Taj Bradley
Jhoan Duran,Starmie,26.3,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.0925925925925926,2.06,1.04,23.3,101.9,0.328125,0.9464285714285714,0.8761160714285714,0.9274553571428571,1.0,Jhoan Duran
Ryan Pressly,Cloyster,67.0,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.0075757575757576,2.84,0.90,23.3,94.6,0.24553571428571427,0.828125,0.9799107142857143,0.9274553571428571,0.59375,Ryan Pressly
Pablo Lopez,Dewgong,68.8,87,90,70,80,95,70,0.8642384105960265,0.4966887417218543,0.7152317880794702,0.7880794701986755,0.5364238410596026,6.083333333333334,4.22,1.15,23.2,95.0,0.9743303571428571,0.4642857142857143,0.6752232142857143,0.9229910714285714,0.6696428571428571,Pablo Lopez
Mark Leiter Jr.,Parasect,28.9,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,1.0,3.29,1.00,23.2,91.2,0.234375,0.6953125,0.9274553571428571,0.9229910714285714,0.11607142857142858,Mark Leiter Jr.
Jesse Chavez,Parasect,15.0,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,0.9354838709677419,1.55,1.03,23.1,91.0,0.12053571428571429,0.9754464285714286,0.8950892857142857,0.9196428571428571,0.1015625,Jesse Chavez
Braxton Garrett,Vileplume,50.0,45,75,80,85,100,50,0.7185430463576159,0.6026490066225165,0.7682119205298014,0.8443708609271523,0.2847682119205298,5.0,4.32,1.19,22.9,90.0,0.7176339285714286,0.4408482142857143,0.6183035714285714,0.9174107142857143,0.05803571428571429,Braxton Garrett
Devin Williams,Cloyster,52.3,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.982905982905983,1.64,1.04,22.8,94.2,0.20535714285714285,0.9732142857142857,0.8761160714285714,0.9151785714285714,0.5200892857142857,Devin Williams
Tyler Mahle,Vileplume,78.6,45,75,80,85,100,50,0.7185430463576159,0.6026490066225165,0.7682119205298014,0.8443708609271523,0.2847682119205298,5.133333333333334,3.16,1.05,22.6,92.6,0.7555803571428571,0.7332589285714286,0.8515625,0.9118303571428571,0.27901785714285715,Tyler Mahle
Robert Stephenson,Mr. Mime,29.3,122,40,45,65,100,90,0.17880794701986755,0.1423841059602649,0.5033112582781457,0.8443708609271523,0.7615894039735099,0.8425925925925926,4.15,1.15,22.6,96.7,0.017857142857142856,0.4776785714285714,0.6752232142857143,0.9118303571428571,0.8883928571428571,Robert Stephenson
Zack Wheeler,Zapdos,64.5,145,90,90,85,125,100,0.8642384105960265,0.7549668874172185,0.7682119205298014,0.9701986754966887,0.8807947019867549,5.916666666666666,3.88,1.14,22.5,95.9,0.9497767857142857,0.5569196428571428,0.6941964285714286,0.9051339285714286,0.8091517857142857,Zack Wheeler
Carlos Hernandez,Starmie,76.4,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.1666666666666667,3.86,1.02,22.5,99.0,0.37388392857142855,0.5691964285714286,0.9040178571428571,0.9051339285714286,0.9854910714285714,Carlos Hernandez
Chris Sale,Hypno,76.1,97,85,73,70,115,67,0.8278145695364238,0.5298013245033113,0.5860927152317881,0.9271523178807947,0.4900662251655629,5.363636363636363,4.58,1.19,22.5,94.5,0.8058035714285714,0.3705357142857143,0.6183035714285714,0.9051339285714286,0.5758928571428571,Chris Sale
Joe Kelly,Mr. Mime,59.0,122,40,45,65,100,90,0.17880794701986755,0.1423841059602649,0.5033112582781457,0.8443708609271523,0.7615894039735099,0.9655172413793104,4.82,1.25,22.5,98.9,0.17633928571428573,0.2979910714285714,0.5301339285714286,0.9051339285714286,0.9810267857142857,Joe Kelly
John Brebbia,Cloyster,54.6,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9885057471264368,3.14,1.08,22.4,94.3,0.21205357142857142,0.7488839285714286,0.796875,0.8995535714285714,0.5379464285714286,John Brebbia
Nick Lodolo,Chansey,51.0,113,250,5,5,105,50,1.0,0.006622516556291391,0.006622516556291391,0.890728476821192,0.2847682119205298,4.904761904761905,6.29,1.75,22.3,93.2,0.7053571428571429,0.0881696428571429,0.0435267857142857,0.8962053571428571,0.36941964285714285,Nick Lodolo
Camilo Doval,Starmie,26.6,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.0,2.40,1.04,22.3,98.1,0.234375,0.9040178571428571,0.8761160714285714,0.8962053571428571,0.9564732142857143,Camilo Doval
Andrew Chafin,Parasect,1.6,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,0.8130081300813009,2.97,1.26,22.2,92.1,0.006696428571428571,0.796875,0.5078125,0.8917410714285714,0.1953125,Andrew Chafin
Will Smith,Cloyster,49.7,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.0,2.75,0.81,22.2,92.6,0.234375,0.8415178571428572,0.9955357142857143,0.8917410714285714,0.27901785714285715,Will Smith
Zach Eflin,Exeggutor,62.1,103,95,95,85,125,55,0.9172185430463576,0.804635761589404,0.7682119205298014,0.9701986754966887,0.33774834437086093,5.912280701754386,3.36,0.99,22.1,92.3,0.9441964285714286,0.6685267857142857,0.9363839285714286,0.8872767857142857,0.22209821428571427,Zach Eflin
James Paxton,Articuno,87.5,144,90,85,100,125,85,0.8642384105960265,0.7152317880794702,0.8940397350993378,0.9701986754966887,0.6986754966887417,5.416666666666667,3.46,1.00,22.1,95.5,0.8292410714285714,0.6484375,0.9274553571428571,0.8872767857142857,0.7455357142857143,James Paxton
Shawn Armstrong,Cloyster,56.0,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.4791666666666667,0.76,0.89,22.0,94.4,0.4642857142857143,0.9955357142857143,0.984375,0.8828125,0.5569196428571429,Shawn Armstrong
Shohei Ohtani,Zapdos,73.7,145,90,90,85,125,100,0.8642384105960265,0.7549668874172185,0.7682119205298014,0.9701986754966887,0.8807947019867549,5.87719298245614,3.71,1.12,22.0,96.9,0.9397321428571429,0.6004464285714286,0.7265625,0.8828125,0.9051339285714286,Shohei Ohtani
Jesus Luzardo,Zapdos,79.5,145,90,90,85,125,100,0.8642384105960265,0.7549668874172185,0.7682119205298014,0.9701986754966887,0.8807947019867549,5.666666666666666,3.34,1.16,21.8,96.8,0.890625,0.6763392857142857,0.6551339285714286,0.8783482142857143,0.8973214285714286,Jesus Luzardo
Dauri Moreta,Seadra,48.2,117,55,65,95,95,85,0.38741721854304634,0.4304635761589404,0.8443708609271523,0.7880794701986755,0.6986754966887417,1.0077519379844961,3.32,1.13,21.8,95.0,0.24776785714285715,0.6863839285714286,0.7120535714285714,0.8783482142857143,0.6696428571428571,Dauri Moreta
Jose Hernandez,Cloyster,63.2,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.0595238095238095,3.34,1.04,21.7,94.8,0.30357142857142855,0.6763392857142857,0.8761160714285714,0.8727678571428571,0.6261160714285714,Jose Hernandez
Hunter Greene,Tentacruel,78.6,73,80,70,65,120,100,0.7781456953642384,0.4966887417218543,0.5033112582781457,0.9470198675496688,0.8807947019867549,5.238095238095238,3.93,1.35,21.7,98.6,0.7868303571428571,0.5357142857142857,0.3828125,0.8727678571428571,0.9720982142857143,Hunter Greene
Kenta Maeda,Porygon,53.3,137,65,60,70,75,40,0.6026490066225165,0.34105960264900664,0.5860927152317881,0.609271523178808,0.152317880794702,4.703703703703704,5.10,1.25,21.7,90.3,0.6540178571428571,0.2321428571428571,0.5301339285714286,0.8727678571428571,0.06808035714285714,Kenta Maeda
Tyler Alexander,Gloom,66.1,44,60,65,70,85,40,0.4768211920529801,0.4304635761589404,0.5860927152317881,0.7152317880794702,0.152317880794702,1.76,4.50,1.11,21.5,89.9,0.49330357142857145,0.3984375,0.7354910714285714,0.8683035714285714,0.05133928571428571,Tyler Alexander
Luis Castillo,Mew,95.8,151,100,100,100,100,100,0.9337748344370861,0.8443708609271523,0.8940397350993378,0.8443708609271523,0.8807947019867549,5.916666666666666,3.04,1.05,21.4,96.2,0.9497767857142857,0.7857142857142857,0.8515625,0.8616071428571429,0.8504464285714286,Luis Castillo
Bryan Woo,Venomoth,77.0,49,70,65,60,90,90,0.6788079470198676,0.4304635761589404,0.4304635761589404,0.7582781456953642,0.7615894039735099,4.75,4.74,1.26,21.4,95.2,0.6685267857142857,0.3180803571428571,0.5078125,0.8616071428571429,0.7020089285714286,Bryan Woo
Clayton Kershaw,Exeggutor,59.4,103,95,95,85,125,55,0.9172185430463576,0.804635761589404,0.7682119205298014,0.9701986754966887,0.33774834437086093,5.958333333333333,2.55,1.05,21.4,91.2,0.9620535714285714,0.8794642857142857,0.8515625,0.8616071428571429,0.11607142857142858,Clayton Kershaw
Jordan Romano,Starmie,30.6,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,0.9593495934959351,2.97,1.17,21.4,96.6,0.16629464285714285,0.796875,0.6372767857142857,0.8616071428571429,0.8816964285714286,Jordan Romano
Tim Mayza,Cloyster,26.7,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.7424242424242423,1.10,1.04,21.4,93.2,0.002232142857142857,0.9888392857142857,0.8761160714285714,0.8616071428571429,0.36941964285714285,Tim Mayza
Gabe Speier,Magneton,43.4,82,50,60,95,120,70,0.3211920529801324,0.34105960264900664,0.8443708609271523,0.9470198675496688,0.5364238410596026,0.7723577235772358,4.26,1.01,21.3,94.0,0.004464285714285714,0.4553571428571429,0.9151785714285714,0.8515625,0.4966517857142857,Gabe Speier
Eduardo Rodriguez,Exeggutor,62.0,103,95,95,85,125,55,0.9172185430463576,0.804635761589404,0.7682119205298014,0.9701986754966887,0.33774834437086093,5.976190476190476,2.69,0.97,21.3,92.3,0.96875,0.8582589285714286,0.9553571428571429,0.8515625,0.22209821428571427,Eduardo Rodriguez
Alex Vesia,Gastly,89.6,92,30,35,30,100,80,0.052980132450331126,0.06291390728476821,0.046357615894039736,0.8443708609271523,0.6490066225165563,0.8222222222222223,6.20,1.99,21.3,94.4,0.011160714285714286,0.1015625,0.0078125,0.8515625,0.5569196428571429,Alex Vesia
Ryan Helsley,Starmie,67.6,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.1363636363636365,3.24,1.16,21.3,99.6,0.3549107142857143,0.7020089285714286,0.6551339285714286,0.8515625,0.9955357142857143,Ryan Helsley
Joe Jimenez,Cloyster,36.2,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,0.9904761904761904,2.86,1.15,21.1,95.1,0.21651785714285715,0.8225446428571428,0.6752232142857143,0.8459821428571429,0.6919642857142857,Joe Jimenez
Zac Gallen,Lapras,86.9,131,130,85,80,95,60,0.9768211920529801,0.7152317880794702,0.7152317880794702,0.7880794701986755,0.4139072847682119,6.2063492063492065,3.18,1.06,21.0,93.6,0.9866071428571429,0.7276785714285714,0.8303571428571428,0.8426339285714286,0.42857142857142855,Zac Gallen
Brennan Bernardino,Parasect,57.3,47,60,95,80,80,30,0.4768211920529801,0.804635761589404,0.7152317880794702,0.6556291390728477,0.06291390728476821,1.1666666666666665,2.48,1.04,21.0,91.1,0.3705357142857143,0.8917410714285714,0.8761160714285714,0.8426339285714286,0.10825892857142858,Brennan Bernardino
Logan Webb,Lapras,71.2,131,130,85,80,95,60,0.9768211920529801,0.7152317880794702,0.7152317880794702,0.7880794701986755,0.4139072847682119,6.396825396825397,3.48,1.12,20.9,92.3,0.9955357142857143,0.6428571428571428,0.7265625,0.8392857142857143,0.22209821428571427,Logan Webb
Framber Valdez,Gyarados,73.3,130,95,125,79,100,81,0.9172185430463576,0.9635761589403974,0.6788079470198676,0.8443708609271523,0.6754966887417219,6.43859649122807,2.94,1.10,20.8,95.5,0.9977678571428571,0.8080357142857143,0.7477678571428572,0.8359375,0.7455357142857143,Framber Valdez
Hunter Harvey,Starmie,47.7,121,60,75,85,100,115,0.4768211920529801,0.5463576158940397,0.7682119205298014,0.8443708609271523,0.956953642384106,1.0341880341880343,3.12,0.99,20.8,98.6,0.27455357142857145,0.7555803571428572,0.9363839285714286,0.8359375,0.9720982142857143,Hunter Harvey
Yimi Garcia,Haunter,63.5,93,45,50,45,115,95,0.25496688741721857,0.23178807947019867,0.18543046357615894,0.9271523178807947,0.8278145695364238,0.9185185185185186,4.57,1.43,20.7,95.9,0.09821428571428571,0.3761160714285714,0.2790178571428571,0.8292410714285714,0.8091517857142857,Yimi Garcia
Max Scherzer,Clefable,87.6,36,95,70,73,85,60,0.9172185430463576,0.4966887417218543,0.6225165562913907,0.7152317880794702,0.4139072847682119,5.592592592592593,4.20,1.19,20.7,93.6,0.875,0.4698660714285714,0.6183035714285714,0.8292410714285714,0.42857142857142855,Max Scherzer
Ryan Walker,Flareon,52.9,136,65,130,60,110,65,0.6026490066225165,0.9834437086092715,0.4304635761589404,0.9072847682119205,0.46688741721854304,1.3636363636363635,2.40,1.23,20.7,95.0,0.4419642857142857,0.9040178571428571,0.5580357142857143,0.8292410714285714,0.6696428571428571,Ryan Walker
Gerrit Cole,Mew,90.3,151,100,100,100,100,100,0.9337748344370861,0.8443708609271523,0.8940397350993378,0.8443708609271523,0.8807947019867549,6.158730158730159,2.78,1.08,20.7,96.8,0.9821428571428571,0.8348214285714286,0.796875,0.8292410714285714,0.8973214285714286,Gerrit Cole
David Robertson,Cloyster,68.7,91,50,95,180,85,70,0.3211920529801324,0.804635761589404,1.0,0.7152317880794702,0.5364238410596026,1.1111111111111112,2.08,1.02,20.6,93.6,0.34151785714285715,0.9386160714285714,0.9040178571428571,0.8236607142857143,0.42857142857142855,David Robertson
Eury Perez,Arcanine,60.9,59,90,110,80,80,95,0.8642384105960265,0.9238410596026491,0.7152317880794702,0.6556291390728477,0.8278145695364238,4.848484848484849,2.36,1.09,20.5,97.6,0.6897321428571429,0.9129464285714286,0.7700892857142857,0.8191964285714286,0.9319196428571429,Eury Perez
Chris Stratton,Gloom,55.8,44,60,65,70,85,40,0.4768211920529801,0.4304635761589404,0.5860927152317881,0.7152317880794702,0.152317880794702,1.2991452991452992,4.09,1.09,20.5,93.0,0.4330357142857143,0.4854910714285714,0.7700892857142857,0.8191964285714286,0.34375,Chris Stratton
Reid Detmers,Venomoth,73.2,49,70,65,60,90,90,0.6788079470198676,0.4304635761589404,0.4304635761589404,0.7582781456953642,0.7615894039735099,5.37037037037037,4.38,1.30,20.5,94.8,0.8136160714285714,0.421875,0.4520089285714286,0.8191964285714286,0.6261160714285714,Reid Detmers
Drew Rasmussen,Mew,84.5,151,100,100,100,100,100,0.9337748344370861,0.8443708609271523,0.8940397350993378,0.8443708609271523,0.8807947019867549,5.583333333333333,2.62,1.05,20.4,95.7,0.8705357142857143,0.875,0.8515625,0.8147321428571429,0.7689732142857143,Drew Rasmussen
Hunter Brown,Venomoth,74.7,49,70,65,60,90,90,0.6788079470198676,0.4304635761589404,0.4304635761589404,0.7582781456953642,0.7615894039735099,5.518518518518518,4.26,1.32,20.3,95.9,0.8571428571428571,0.4553571428571429,0.4196428571428571,0.8102678571428571,0.8091517857142857,Hunter Brown
Raisel Iglesias,Mr. Mime,36.8,122,40,45,65,100,90,0.17880794701986755,0.1423841059602649,0.5033112582781457,0.8443708609271523,0.7615894039735099,0.924731182795699,4.08,1.33,20.3,94.8,0.10714285714285714,0.4899553571428571,0.4029017857142857,0.8102678571428571,0.6261160714285714,Raisel Iglesias
Fernando Cruz,Ivysaur,71.8,2,60,62,63,80,60,0.4768211920529801,0.3675496688741722,0.46357615894039733,0.6556291390728477,0.4139072847682119,1.2083333333333333,4.89,1.32,20.3,93.8,0.39620535714285715,0.2790178571428571,0.4196428571428571,0.8102678571428571,0.4732142857142857,Fernando Cruz
